run,25%,50%,75%,count,max,mean,min,std,price_solo,price_pooled,size,n_fleets,Type,pc_diff_mean,pc_diff,pc_diff_mean_wrt_baseline
12,0.7825882434844971,1.1282992959022522,1.6355774998664856,1408.0,14.699999809265137,1.4202923774719238,0.0333333350718021,1.1666839122772217,1.0,1.0,4.0,2,RH pooled,-50.19744579092056,-0.5660387164276826,0.0
14,2.2643190026283264,2.8150781393051147,3.567832589149475,1402.0,14.366666793823242,3.0490286350250244,0.0277777686715126,1.3232094049453735,0.47,0.47,1.0,2,RH pooled,6.914193365704382,0.08272240098521896,6.914193365704382
15,2.366374135017395,2.904210090637207,3.5489308834075928,1395.0,12.43333339691162,3.096606969833374,0.0333333350718021,1.187803030014038,0.47,0.47,1.0,5,RH pooled,8.5825277425235,0.11700392198577009,5.210252646637359
16,2.0850571393966675,2.5654184818267822,3.253596067428589,1404.0,14.983333587646484,2.823292255401612,0.0833333358168602,1.242920994758606,0.47,0.47,1.64,5,RH pooled,-1.0012531025553233,-0.01330054772085585,13.082985038481256
17,1.837909460067749,2.364814758300781,2.985951662063598,1407.0,12.0,2.577951192855835,0.2666666805744171,1.1776564121246338,0.47,0.47,2.0,5,RH pooled,-9.604137804998047,-0.09045582883012601,11.719506594292781
18,1.1608703136444092,1.561070203781128,2.077000617980957,1409.0,13.666666984558104,1.806947469711304,0.0555555559694767,1.1430246829986572,0.47,0.47,4.0,5,RH pooled,-36.63938443897263,-0.399588361138137,14.782725510186106
20,2.286432266235352,2.824467778205872,3.528177499771118,1388.0,13.31666660308838,3.036020994186402,0.0333333350718021,1.2645525932312012,0.27,0.27,1.0,2,RH pooled,6.458080421445099,0.08633380069489865,6.458080421445099
21,2.394442558288574,2.927961587905884,3.594442844390869,1397.0,11.505555152893066,3.1063883304595947,0.0666666701436042,1.154948592185974,0.27,0.27,1.0,5,RH pooled,8.925511166607631,0.1261391135780303,5.5425839475540934
22,2.2631707191467285,2.726142644882202,3.386276364326477,1407.0,13.466666221618652,2.943019390106201,0.0,1.1425271034240725,0.27,0.27,1.64,5,RH pooled,3.1969790438682875,0.048516440337123885,17.87848637441126
23,2.109957754611969,2.5307945013046265,3.093343734741211,1406.0,12.550000190734863,2.743863821029663,0.2722249925136566,1.1245605945587158,0.27,0.27,2.0,5,RH pooled,-3.7864112652657345,-0.026617463794761945,18.9095872322465
24,1.44246643781662,1.82142037153244,2.3283682465553284,1410.0,12.67222785949707,2.045527458190918,0.2055555582046508,1.0395430326461792,0.27,0.27,4.0,5,RH pooled,-28.2735768081474,-0.2994536775608679,29.938042302131468
26,2.2770442962646484,2.820833444595337,3.533795118331909,1397.0,12.741677284240724,3.044282913208008,0.016666667535901,1.260805606842041,0.125,0.125,1.0,2,RH pooled,6.747784623531258,0.08493598002419031,6.747784623531258
27,2.5281243920326237,3.099786400794983,3.7940574288368234,1398.0,13.583333015441896,3.2935869693756104,0.016666667535901,1.2691659927368164,0.125,0.125,1.0,5,RH pooled,15.48963170288436,0.19222558249787486,11.902840927961403
28,2.3886070251464844,2.9140257835388184,3.5654754638671875,1401.0,12.833333015441896,3.097578525543213,0.0333333350718021,1.1779427528381348,0.125,0.125,1.64,5,RH pooled,8.616595344852335,0.12077918862486578,24.069134319817802
29,2.2064313888549805,2.6666667461395264,3.353638291358948,1407.0,11.508333206176758,2.90298080444336,0.0833333358168602,1.125665307044983,0.125,0.125,2.0,5,RH pooled,1.7930259814165774,0.025641093827801262,25.805168082269432
30,1.7198346853256226,2.0755207538604736,2.663328170776367,1413.0,13.649999618530272,2.3440942764282227,0.1500000059604644,1.127044916152954,0.125,0.125,4.0,5,RH pooled,-17.804330907692183,-0.20172275769610618,48.9039025269766
32,2.366666555404663,2.925260543823242,3.6711504459381104,1393.0,14.600000381469728,3.142040729522705,0.1000000014901161,1.300877571105957,0.0625,0.0625,1.0,2,RH pooled,10.175662589784853,0.1251002504312167,10.175662589784853
33,2.529985308647156,3.0919768810272217,3.731853127479553,1395.0,12.983333587646484,3.2563791275024414,0.1500000059604644,1.2251124382019043,0.0625,0.0625,1.0,5,RH pooled,14.184938675389757,0.18922192093856227,10.638668082634867
34,2.3359750509262085,2.8394038677215576,3.5276870727539062,1399.0,12.050000190734863,3.054861545562744,0.0333333350718021,1.2047927379608154,0.0625,0.0625,1.64,5,RH pooled,7.118724381894562,0.09207845071933639,22.358165999489483
35,2.4202051162719727,2.9260177612304688,3.574162006378174,1405.0,13.166666984558104,3.1072001457214355,0.016666667535901,1.1227028369903564,0.0625,0.0625,2.0,5,RH pooled,8.953977469903258,0.12539148790621713,34.655329446000884
36,2.004890918731689,2.4430556297302246,3.0499420166015625,1411.0,13.033333778381348,2.6591928005218506,0.3833333253860473,1.0839345455169678,0.0625,0.0625,4.0,5,RH pooled,-6.755400718186857,-0.06036318486885603,68.9199063156657
38,1.9305336773395536,2.5428009033203125,3.4238040447235107,1386.0,14.333333015441896,2.8431973457336426,0.016666667535901,1.428032159805298,1.0,0.0,1.0,1,RH pooled,-0.30328108213084454,-0.02199961669627031,8.51886889976675
39,2.132873058319092,2.7054919004440308,3.4752089977264404,1364.0,11.0,2.925935983657837,0.0333333350718021,1.279836893081665,1.0,0.0,1.0,2,RH pooled,2.5979493727840905,0.04057384603110996,2.5979493727840905
40,2.3624987602233887,3.016652822494507,3.8366665840148926,1369.0,11.544445037841797,3.250192880630493,0.0333333350718021,1.3803647756576538,1.0,0.0,1.0,5,RH pooled,13.968017920144035,0.1602511281325681,10.428484290286443
41,2.1413557529449463,2.6755943298339844,3.327397346496582,1388.0,14.06666660308838,2.865655422210694,0.016666667535901,1.28146231174469,1.0,0.0,1.64,5,RH pooled,0.4842114010512707,0.029074779990078115,14.779781871784156
42,2.120438575744629,2.624905228614807,3.3979371190071106,1394.0,14.383333206176758,2.8772389888763428,0.050000000745058,1.2687432765960691,1.0,0.0,2.0,5,RH pooled,0.8903891824369011,0.009578971113754093,24.689606646522247
