run,50%
3,2.3552117347717285
4,2.5999999046325684
5,2.742675304412842
6,2.256887674331665
7,2.055311679840088
8,1.3124618530273438
9,0.7170895636081696
10,2.095170021057129
11,1.8253799676895144
12,1.1282992959022522
13,0.6320912837982178
14,2.8150781393051147
15,2.904210090637207
16,2.5654184818267822
17,2.364814758300781
18,1.561070203781128
19,0.8370461165904999
20,2.824467778205872
21,2.927961587905884
22,2.726142644882202
23,2.5307945013046265
24,1.82142037153244
25,0.919588565826416
26,2.820833444595337
27,3.099786400794983
28,2.9140257835388184
29,2.6666667461395264
30,2.0755207538604736
31,1.2009118795394895
32,2.925260543823242
33,3.0919768810272217
34,2.8394038677215576
35,2.9260177612304688
36,2.4430556297302246
37,1.3408828973770142
38,2.5428009033203125
39,2.7054919004440308
40,3.016652822494507
41,2.6755943298339844
42,2.624905228614807
43,1.9848690032958984
44,0.8425109386444092
